Bin	Contig	GC	Length	Coverage	Lineage	Completeness	Contamination	Strain.heterogeneity
004	k141_5881	36.11111111111111	4248	575.939455	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_16452	45.70446735395189	1455	839.529085	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_7934	47.387387387387385	3330	969.9672999999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_3445	45.43422733077905	3132	1451.6791	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_7999	46.52351738241309	1956	1077.25393	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_8119	46.656869948567234	1361	680.835295	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_3569	46.69565217391305	1150	2107.9065	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_8224	45.933014354066984	3344	567.478555	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_8485	45.24829846231409	3967	244.2316	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_3766	47.015535568274736	1223	377.68733	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_3880	45.24916943521595	1505	310.11512	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
004	k141_4017	45.28521536670547	1718	543.10555	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;	15.26	1.79	100.00
005	k141_19366	47.659691629955944	3632	335.229035	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2183	43.77162629757785	1156	480.4001	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2187	46.622772164831424	8809	285.28685	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19412	45.582696653395026	9293	370.63420103450005	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19422	45.58674332093338	2957	436.92179999999996	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2210	48.02130898021309	1314	991.80841	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_12972	43.89105058365759	1285	93.740965	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_12976	43.50194552529183	1285	290.0185	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_12984	43.73507057546146	4605	99.63513	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_12991	48.909218859957775	1421	88.74312	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_118	41.71732522796353	1316	721.85721	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_12995	44.13632514817951	4724	290.598265	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_140	50.1187648456057	1263	89.466309999999993	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_15137	44.780072842115985	39263	375.88272365200004	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19476	36.772983114446525	2132	420.828215	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19478	50.7783543365456	1349	95.81359	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_150	51.012145748987855	1235	253.626265	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19483	48.80445463478546	3053	612.668985	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19484	50.78534031413613	1337	247.44397	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19531	40.95801937567277	1858	395.702	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13005	48.38028169014085	1420	276.751985	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_15158	45.14215406248627	22757	106.10541	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17369	44.6	1500	90.159255	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17410	47.35059278974111	4133	384.99495	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_15169	50.96300533943554	52440	347.4357	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_4368	49.563735985450194	43437	353.91522	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2347	43.085787451984636	1562	610.51062	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2375	53.982576228998134	3214	82.58616	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13027	45.59068219633943	21035	374.8400703135	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11005	44.78227261015203	3881	91.51059	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_187	45.12109060416615	120447	383.89378781975	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13044	49.52269055661625	27236	94.03511	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_4418	46.30404237794538	61919	382.17993057415	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11035	50.38705583756345	31520	365.72812	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11049	43.00168634064081	1186	515.326735	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19703	53.333333333333336	20595	316.64121396400003	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2390	42.56377406835223	26539	306.39563524375	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_8868	46.07250755287009	1986	94.413125	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11107	45.52929085303186	5838	703.26665	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19719	47.70318021201413	8207	364.046785	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13103	50.88962926206848	14107	322.8331	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17624	48.57621440536013	1194	952.1049	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11109	47.74715356845321	28808	275.2223817835	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_8875	46.877346137058055	57275	403.3982324725	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_8885	42.06349206349206	2268	1101.33805	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2449	45.41387024608501	2682	1216.22395	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11172	47.38182104517179	38099	385.67330436775	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19787	43.82113821138211	1230	191.19768	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_392	45.09060261272651	2373	865.5758000000001	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17667	50.46210720887245	1623	254.0061	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_438	46.369128344223896	8111	352.978335	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2540	42.4487544811104	21758	101.685555	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13315	48.99698919652872	84695	377.8377	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13329	50.73926308378315	4261	332.54415	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_4671	47.79208278185537	8311	97.32643	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17781	44.92282696994314	1231	753.63135	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19887	49.20324045223894	11233	85.87909241199999	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_4713	41.561181434599156	2370	256.710815	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9029	49.950445986124876	1009	372.0902	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11211	45.60160221845632	6491	535.642235	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19939	49.954001839926406	1087	2.227854915	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9087	52.98602287166455	2361	80.04365	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9110	47.40336732274129	4217	375.76775	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2644	48.78478337442761	14195	359.45358556400004	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11238	53.12164948453608	12125	259.6725	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9118	46.492659053833606	1226	91.400095	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9124	57.12793733681462	3830	321.96698	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9130	44.37194127243067	1226	289.6659	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_6622	52.355416381250606	51095	350.73127362635	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17870	45.82959641255606	1115	361.648695	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9177	48.09010773751224	1021	829.56314	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_6676	46.806569343065696	3288	432.65074000000004	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_15411	48.78199198273204	3243	84.0063	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13373	38.740834743372815	14184	107.503885	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17933	47.23466496023402	10939	309.96025	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13381	44.18269677539262	21522	284.893615	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_17961	45.85365853658537	1435	685.94008	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_6718	48.76775685497192	30270	363.5886	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_551	45.535714285714285	1232	583.63399	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_6731	55.490196078431374	3060	411.6268	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_599	48.35164835164835	2366	85.89373	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_18013	46.616541353383454	1729	91.3917	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_4818	51.0784561049445	15856	323.9100224115	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20142	46.13095238095239	1344	644.3664	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_18073	42.9126213592233	1030	297.31875	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_6873	47.54147511493104	10006	382.0387	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_18099	46.41638225255973	4981	101.131545	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_621	51.234109035013674	79369	351.143427358	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_4927	44.576719576719576	2268	593.97073	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_2793	46.93877551020408	2352	774.084925	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20218	45.714285714285715	1645	109.19532	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9311	56.80044593088071	1794	308.5958	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_714	46.36449480642115	1059	744.4912199999999	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_18234	48.17708333333333	2304	85.73375	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_770	44.01168451801363	1027	1360.27145	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11501	43.94088669950739	1015	436.76067	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20279	49.11094224924012	13160	267.5583	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_18367	39.15531335149864	3670	310.97998	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_18384	38.89177939646202	3844	97.412835	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_816	50.558786634735995	17538	360.99915	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_862	48.762635064482396	11476	362.75415	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_864	55.04767246214246	10698	325.93425318550004	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_908	43.96486588590858	10588	300.24595	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_941	52.2488038277512	1045	70.225145	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_7002	51.520121105083895	15854	353.733757916	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_980	44.26229508196721	1891	788.8853999999999	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_7042	50.56094793898903	7933	351.25375	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20285	46.73131815101546	194788	361.20243982949995	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9721	47.29948561630787	20996	92.62758	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_1025	44.14730381411662	11405	99.0004	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13671	52.980089709251665	30989	342.05195	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20324	52.14847496643008	10426	84.604415	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20414	50.861423220973776	1335	77.88903	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11655	49.2782008205717	177681	356.75495058185	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_5078	43.44005021971123	1593	87.341995	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_5082	44.42231075697211	2008	648.3398749999999	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_13855	44.712430426716146	1078	505.690715	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11758	45.10322922181048	1889	87.19235	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_9832	44.47852760736196	1630	291.4483	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_11806	48.614150255288116	5484	263.7442	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_19040	44.92896606156275	5068	93.85431	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20685	48.26958105646631	2745	269.47592	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20693	46.4349376114082	1122	539.666665	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20694	48.882751694702485	3983	93.124185	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20697	51.05027141845645	4237	324.92415	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_20705	51.03640040444893	3956	4.028376	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_5254	44.82847562548362	3877	391.47665	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
005	k141_12013	42.63007947218473	6669	95.07601	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.41	14.66	100.00
